Date,Department,Category,Region,Budget Amount,Actual Amount,Payment Method,Transaction ID,Variance,Variance %
2022-04-16 00:00:00,IT,Infrastructure,West,76473,122490,Bank Transfer,TXN100286,46017,60.17
2023-04-14 00:00:00,Sales,Salaries,North,118185,130907,Cash,TXN100287,12722,10.76
2022-12-28 00:00:00,IT,Training,North,39969,52569,Cash,TXN100288,12600,31.52
2023-05-04 00:00:00,Operations,Training,North,75236,17811,Card,TXN100289,-57425,-76.33
2021-02-20 00:00:00,Operations,Utilities,North,111416,85641,Card,TXN100290,-25775,-23.13
2022-07-29 00:00:00,HR,Utilities,Central,26297,101897,UPI,TXN100291,75600,287.49
2021-05-30 00:00:00,HR,Marketing,West,115741,94588,UPI,TXN100292,-21153,-18.28
2021-11-10 00:00:00,Marketing,Infrastructure,South,40089,151032,Bank Transfer,TXN100293,110943,276.74
2022-07-24 00:00:00,Finance,Salaries,West,16171,134709,UPI,TXN100294,118538,733.03
2021-11-01 00:00:00,IT,Marketing,South,27874,99039,UPI,TXN100295,71165,255.31
2022-11-13 00:00:00,Marketing,Infrastructure,North,69024,26162,UPI,TXN100296,-42862,-62.10
2023-04-18 00:00:00,Finance,Travel,Central,31153,13530,Bank Transfer,TXN100297,-17623,-56.57
2023-12-14 00:00:00,Marketing,Travel,East,114693,130779,Cash,TXN100298,16086,14.03
2023-09-30 00:00:00,Operations,Marketing,East,67753,31128,Cash,TXN100299,-36625,-54.06
2022-03-20 00:00:00,HR,Salaries,North,147713,78707,Bank Transfer,TXN100300,-69006,-46.72
2022-09-05 00:00:00,HR,Infrastructure,North,99075,143537,Cash,TXN100301,44462,44.88
2023-09-20 00:00:00,Marketing,Travel,West,14677,98275,UPI,TXN100302,83598,569.59
2021-09-21 00:00:00,HR,Travel,Central,15139,37998,UPI,TXN100303,22859,150.99
2023-12-13 00:00:00,Sales,Salaries,Central,67766,35333,UPI,TXN100304,-32433,-47.86
2023-10-01 00:00:00,Marketing,Marketing,West,96049,73886,UPI,TXN100305,-22163,-23.07
2021-01-05 00:00:00,Operations,Utilities,Central,86693,14522,Cash,TXN100306,-72171,-83.25
2023-02-13 00:00:00,Marketing,Training,Central,67414,106504,Bank Transfer,TXN100307,39090,57.98
2023-05-27 00:00:00,Marketing,Infrastructure,East,139807,97194,Bank Transfer,TXN100308,-42613,-30.48
2023-09-19 00:00:00,HR,Travel,Central,83741,43320,Bank Transfer,TXN100309,-40421,-48.27
2023-06-03 00:00:00,Operations,Training,North,146497,118424,Card,TXN100310,-28073,-19.16
2021-02-16 00:00:00,Marketing,Training,East,13900,121959,Bank Transfer,TXN100311,108059,777.40
2023-05-17 00:00:00,HR,Utilities,North,87347,65630,Card,TXN100312,-21717,-24.86
2023-04-03 00:00:00,IT,Training,North,136004,64662,Bank Transfer,TXN100313,-71342,-52.46
2023-07-25 00:00:00,Operations,Salaries,West,134463,121305,UPI,TXN100314,-13158,-9.79
2022-10-18 00:00:00,Finance,Marketing,Central,39134,116291,Bank Transfer,TXN100315,77157,197.16
2021-09-26 00:00:00,Sales,Infrastructure,Central,12817,142630,Card,TXN100316,129813,1012.82
2022-01-05 00:00:00,Finance,Salaries,Central,80486,81834,UPI,TXN100317,1348,1.67
2022-09-28 00:00:00,Operations,Marketing,Central,148763,11513,Card,TXN100318,-137250,-92.26
2022-10-19 00:00:00,Marketing,Salaries,East,75978,148532,Cash,TXN100319,72554,95.49
2021-04-30 00:00:00,HR,Travel,South,67154,164388,Cash,TXN100320,97234,144.79
2023-04-11 00:00:00,Operations,Travel,North,102195,121860,Cash,TXN100321,19665,19.24
2023-12-18 00:00:00,Sales,Utilities,South,58788,57512,UPI,TXN100322,-1276,-2.17
2023-01-11 00:00:00,Operations,Salaries,South,103039,36669,UPI,TXN100323,-66370,-64.41
2021-04-27 00:00:00,HR,Training,South,19413,111099,Card,TXN100324,91686,472.29
2023-03-02 00:00:00,Finance,Travel,East,124113,107754,UPI,TXN100325,-16359,-13.18
2023-10-10 00:00:00,IT,Marketing,South,53400,65560,Bank Transfer,TXN100326,12160,22.77
2023-12-18 00:00:00,Finance,Utilities,East,39899,39709,Card,TXN100327,-190,-0.48
2022-09-26 00:00:00,HR,Training,West,122683,95705,Bank Transfer,TXN100328,-26978,-21.99
2022-05-28 00:00:00,HR,Infrastructure,West,55463,25011,UPI,TXN100329,-30452,-54.91
2023-03-13 00:00:00,Sales,Salaries,West,10894,27651,Bank Transfer,TXN100330,16757,153.82
2022-07-14 00:00:00,Operations,Travel,East,120398,8566,UPI,TXN100331,-111832,-92.89
2022-05-03 00:00:00,Operations,Training,East,139611,44526,UPI,TXN100332,-95085,-68.11
2023-06-16 00:00:00,Finance,Marketing,North,98777,10020,Bank Transfer,TXN100333,-88757,-89.86
2022-12-05 00:00:00,IT,Salaries,South,56442,77066,Cash,TXN100334,20624,36.54
2022-08-04 00:00:00,IT,Marketing,Central,129681,26890,UPI,TXN100335,-102791,-79.26
2023-03-01 00:00:00,Sales,Utilities,Central,53520,83919,Card,TXN100336,30399,56.80
2023-05-11 00:00:00,HR,Travel,South,113137,51882,Card,TXN100337,-61255,-54.14
2021-09-04 00:00:00,Sales,Travel,Central,39899,33304,Cash,TXN100338,-6595,-16.53
2021-06-03 00:00:00,Operations,Utilities,Central,88107,126016,Bank Transfer,TXN100339,37909,43.03
2023-09-24 00:00:00,Marketing,Marketing,Central,141443,55742,Cash,TXN100340,-85701,-60.59
2022-11-28 00:00:00,Marketing,Salaries,East,40193,70124,Bank Transfer,TXN100341,29931,74.47
2023-12-29 00:00:00,Marketing,Marketing,East,115302,137925,Cash,TXN100342,22623,19.62
2023-12-07 00:00:00,HR,Salaries,East,24464,99354,UPI,TXN100343,74890,306.12
2023-10-06 00:00:00,Sales,Training,South,93323,46451,Card,TXN100344,-46872,-50.23
2021-04-04 00:00:00,Finance,Utilities,West,59025,60754,Cash,TXN100345,1729,2.93
2023-08-16 00:00:00,Operations,Infrastructure,Central,104187,152741,Card,TXN100346,48554,46.60
2023-10-09 00:00:00,Marketing,Salaries,North,121710,28754,Bank Transfer,TXN100347,-92956,-76.37
2022-03-29 00:00:00,IT,Travel,East,86248,132779,Cash,TXN100348,46531,53.95
2023-07-01 00:00:00,Sales,Training,North,92927,110047,Cash,TXN100349,17120,18.42
2021-08-06 00:00:00,Operations,Travel,Central,10667,143919,Cash,TXN100350,133252,1249.20
2022-04-19 00:00:00,Operations,Training,West,25890,89472,Cash,TXN100351,63582,245.59
2022-03-08 00:00:00,IT,Travel,North,111333,46446,Card,TXN100352,-64887,-58.28
2021-12-07 00:00:00,IT,Marketing,Central,51000,105676,UPI,TXN100353,54676,107.21
2022-07-05 00:00:00,IT,Marketing,Central,130580,68489,Card,TXN100354,-62091,-47.55
2021-12-23 00:00:00,Marketing,Marketing,East,39940,123363,UPI,TXN100355,83423,208.87
2021-01-23 00:00:00,Marketing,Training,West,131878,77589,Cash,TXN100356,-54289,-41.17
2022-06-06 00:00:00,Sales,Training,Central,129492,139994,UPI,TXN100357,10502,8.11
2023-03-13 00:00:00,IT,Travel,West,34701,106711,Card,TXN100358,72010,207.52
2023-02-01 00:00:00,Finance,Salaries,East,92697,58261,Cash,TXN100359,-34436,-37.15
2022-03-18 00:00:00,Operations,Training,North,51795,151862,Card,TXN100360,100067,193.20
2023-02-08 00:00:00,IT,Travel,South,100990,153639,Card,TXN100361,52649,52.13
2023-10-13 00:00:00,Operations,Salaries,South,23115,28343,Card,TXN100362,5228,22.62
2022-05-31 00:00:00,HR,Marketing,South,140845,9490,UPI,TXN100363,-131355,-93.26
2023-11-06 00:00:00,HR,Training,West,66433,136369,Cash,TXN100364,69936,105.27
2023-03-03 00:00:00,IT,Infrastructure,South,56999,68928,Cash,TXN100365,11929,20.93
2021-12-02 00:00:00,Operations,Marketing,North,84564,167498,Card,TXN100366,82934,98.07
2021-09-15 00:00:00,HR,Utilities,Central,117747,126888,Bank Transfer,TXN100367,9141,7.76
2022-05-12 00:00:00,IT,Salaries,West,148760,91401,Card,TXN100368,-57359,-38.56
2023-06-15 00:00:00,Operations,Infrastructure,North,33255,105914,UPI,TXN100369,72659,218.49
2021-06-09 00:00:00,IT,Marketing,West,89747,24178,UPI,TXN100370,-65569,-73.06
2023-05-02 00:00:00,Marketing,Training,West,87049,136272,Cash,TXN100371,49223,56.55
2022-11-21 00:00:00,Operations,Infrastructure,West,76057,45622,Bank Transfer,TXN100372,-30435,-40.02
2022-01-15 00:00:00,HR,Travel,East,36293,49834,UPI,TXN100373,13541,37.31
2023-08-15 00:00:00,IT,Salaries,Central,40607,147127,Cash,TXN100374,106520,262.32
2022-11-22 00:00:00,HR,Utilities,South,100413,138241,Bank Transfer,TXN100375,37828,37.67
2023-12-03 00:00:00,IT,Travel,East,117148,163759,Bank Transfer,TXN100376,46611,39.79
2021-10-12 00:00:00,Sales,Infrastructure,Central,46069,112762,Cash,TXN100377,66693,144.77
2022-02-01 00:00:00,HR,Marketing,South,96079,81929,UPI,TXN100378,-14150,-14.73
2021-01-12 00:00:00,HR,Salaries,East,52582,89396,Card,TXN100379,36814,70.01
2022-05-14 00:00:00,Finance,Training,East,104526,135000,UPI,TXN100380,30474,29.15
2023-01-24 00:00:00,Marketing,Utilities,North,23116,91451,UPI,TXN100381,68335,295.62
2021-02-04 00:00:00,HR,Marketing,East,108395,148653,UPI,TXN100382,40258,37.14
2022-12-28 00:00:00,Operations,Utilities,West,13706,89617,Cash,TXN100383,75911,553.85
2023-04-29 00:00:00,IT,Training,East,26147,91537,Cash,TXN100384,65390,250.09
2021-03-31 00:00:00,Sales,Salaries,West,109147,53101,Card,TXN100385,-56046,-51.35
2023-02-15 00:00:00,Operations,Infrastructure,Central,18895,32940,UPI,TXN100386,14045,74.33
2022-08-28 00:00:00,Operations,Utilities,Central,72058,76907,UPI,TXN100387,4849,6.73
2023-08-28 00:00:00,Operations,Salaries,West,23251,19016,Card,TXN100388,-4235,-18.21
2023-10-19 00:00:00,Operations,Utilities,North,120533,162015,Bank Transfer,TXN100389,41482,34.42
2022-02-22 00:00:00,Sales,Marketing,North,15109,62617,Bank Transfer,TXN100390,47508,314.44
2021-04-25 00:00:00,Finance,Utilities,Central,34632,91292,Card,TXN100391,56660,163.61
2022-09-09 00:00:00,Marketing,Marketing,East,65276,10237,UPI,TXN100392,-55039,-84.32
2023-04-06 00:00:00,HR,Marketing,Central,16325,109778,Cash,TXN100393,93453,572.45
2022-02-17 00:00:00,Operations,Salaries,Central,104964,73263,UPI,TXN100394,-31701,-30.20
2022-12-30 00:00:00,HR,Travel,West,11912,28852,Card,TXN100395,16940,142.21
2023-10-18 00:00:00,HR,Training,North,17374,144830,Card,TXN100396,127456,733.60
2023-01-31 00:00:00,Operations,Utilities,West,43034,53003,Card,TXN100397,9969,23.17
2022-11-07 00:00:00,Finance,Infrastructure,Central,95402,93895,Cash,TXN100398,-1507,-1.58
2022-04-02 00:00:00,HR,Marketing,South,101792,17176,UPI,TXN100399,-84616,-83.13
2023-07-09 00:00:00,IT,Travel,East,103305,37658,Cash,TXN100400,-65647,-63.55
2021-07-11 00:00:00,HR,Marketing,Central,60683,133038,Bank Transfer,TXN100401,72355,119.23
2023-01-09 00:00:00,Marketing,Travel,West,104817,144746,UPI,TXN100402,39929,38.09
2023-09-05 00:00:00,Operations,Travel,South,137776,156982,Card,TXN100403,19206,13.94
2023-10-06 00:00:00,Sales,Infrastructure,South,148227,35948,UPI,TXN100404,-112279,-75.75
2021-04-06 00:00:00,HR,Travel,Central,57952,35749,Card,TXN100405,-22203,-38.31
2022-10-25 00:00:00,Finance,Infrastructure,North,133899,100356,Cash,TXN100406,-33543,-25.05
2021-02-06 00:00:00,IT,Salaries,South,21388,136390,UPI,TXN100407,115002,537.69
2021-10-06 00:00:00,IT,Marketing,East,84178,34678,Card,TXN100408,-49500,-58.80
2021-08-05 00:00:00,Sales,Infrastructure,West,36457,156498,Cash,TXN100409,120041,329.27
2023-05-17 00:00:00,Marketing,Training,West,21752,53418,UPI,TXN100410,31666,145.58
2023-05-23 00:00:00,Sales,Marketing,West,61832,133400,UPI,TXN100411,71568,115.75
2021-03-03 00:00:00,Marketing,Training,Central,14237,167752,Bank Transfer,TXN100412,153515,1078.28
2022-08-19 00:00:00,HR,Utilities,West,144123,117203,UPI,TXN100413,-26920,-18.68
2022-12-30 00:00:00,Operations,Training,West,53311,145240,Bank Transfer,TXN100414,91929,172.44
2022-02-01 00:00:00,Finance,Salaries,East,29088,111845,UPI,TXN100415,82757,284.51
2022-11-30 00:00:00,IT,Utilities,North,15675,110209,Bank Transfer,TXN100416,94534,603.09
2023-11-09 00:00:00,Sales,Utilities,Central,12640,9080,Cash,TXN100417,-3560,-28.16
2021-06-26 00:00:00,Finance,Travel,Central,73328,85333,UPI,TXN100418,12005,16.37
2022-01-31 00:00:00,Marketing,Training,West,22317,126307,Cash,TXN100419,103990,465.97
2022-03-21 00:00:00,Operations,Travel,East,116442,44018,UPI,TXN100420,-72424,-62.20
2021-03-17 00:00:00,IT,Training,South,113666,93487,UPI,TXN100421,-20179,-17.75
2021-09-22 00:00:00,IT,Utilities,West,43462,111424,UPI,TXN100422,67962,156.37
2022-03-31 00:00:00,Marketing,Travel,West,85921,81775,UPI,TXN100423,-4146,-4.83
2022-12-19 00:00:00,Operations,Marketing,Central,25201,19927,UPI,TXN100424,-5274,-20.93
2023-01-05 00:00:00,IT,Training,Central,44536,8944,UPI,TXN100425,-35592,-79.92
2023-05-01 00:00:00,Operations,Training,West,45517,60420,Card,TXN100426,14903,32.74
2021-05-24 00:00:00,IT,Travel,Central,125308,27503,UPI,TXN100427,-97805,-78.05
2023-06-04 00:00:00,HR,Training,East,122911,161528,Bank Transfer,TXN100428,38617,31.42
2023-12-29 00:00:00,Marketing,Utilities,South,47982,18175,UPI,TXN100429,-29807,-62.12
2022-01-31 00:00:00,Operations,Travel,South,42844,164002,Cash,TXN100430,121158,282.79
2023-11-15 00:00:00,Finance,Travel,South,94118,142377,Bank Transfer,TXN100431,48259,51.27
2023-08-06 00:00:00,HR,Infrastructure,West,145309,135412,Bank Transfer,TXN100432,-9897,-6.81
2023-06-10 00:00:00,Finance,Infrastructure,West,133110,47537,Bank Transfer,TXN100433,-85573,-64.29
2022-07-23 00:00:00,Marketing,Utilities,West,16027,118681,Card,TXN100434,102654,640.51
2023-11-29 00:00:00,IT,Marketing,East,90567,41136,UPI,TXN100435,-49431,-54.58
2021-04-19 00:00:00,Finance,Training,South,110848,166634,Cash,TXN100436,55786,50.33
2023-12-02 00:00:00,HR,Salaries,Central,103724,83624,Cash,TXN100437,-20100,-19.38
2023-07-24 00:00:00,Operations,Training,Central,124675,158266,Cash,TXN100438,33591,26.94
2022-02-02 00:00:00,Sales,Salaries,North,81810,88312,Card,TXN100439,6502,7.95
2022-09-26 00:00:00,Finance,Utilities,North,135545,106415,Card,TXN100440,-29130,-21.49
2023-01-03 00:00:00,Sales,Marketing,Central,62892,93992,Card,TXN100441,31100,49.45
2021-08-23 00:00:00,Marketing,Marketing,South,117457,91117,UPI,TXN100442,-26340,-22.43
2022-10-20 00:00:00,Finance,Marketing,West,87059,69241,Card,TXN100443,-17818,-20.47
2023-01-21 00:00:00,Finance,Infrastructure,Central,11074,136923,Cash,TXN100444,125849,1136.44
2022-08-11 00:00:00,Operations,Utilities,Central,92567,43629,Card,TXN100445,-48938,-52.87
2023-10-30 00:00:00,IT,Salaries,North,55793,21895,Cash,TXN100446,-33898,-60.76
2023-08-12 00:00:00,HR,Marketing,South,48071,138370,Bank Transfer,TXN100447,90299,187.85
2022-05-07 00:00:00,HR,Utilities,Central,29546,103344,Cash,TXN100448,73798,249.77
2023-07-02 00:00:00,HR,Training,West,56515,66918,Bank Transfer,TXN100449,10403,18.41
2021-06-19 00:00:00,Marketing,Salaries,West,139212,151864,UPI,TXN100450,12652,9.09
2023-08-04 00:00:00,IT,Infrastructure,East,21054,71406,Card,TXN100451,50352,239.16
2023-03-06 00:00:00,Sales,Travel,West,12897,23430,UPI,TXN100452,10533,81.67
2022-09-26 00:00:00,HR,Salaries,Central,19537,47130,UPI,TXN100453,27593,141.23
2021-01-29 00:00:00,Sales,Training,Central,67325,136752,UPI,TXN100454,69427,103.12
2021-12-05 00:00:00,IT,Salaries,West,149753,77120,Bank Transfer,TXN100455,-72633,-48.50
2022-05-15 00:00:00,Marketing,Salaries,North,129940,69397,Card,TXN100456,-60543,-46.59
2022-05-26 00:00:00,IT,Travel,South,83387,129212,UPI,TXN100457,45825,54.95
2021-08-05 00:00:00,Operations,Marketing,Central,100537,62455,UPI,TXN100458,-38082,-37.88
2023-12-30 00:00:00,HR,Training,West,90121,59078,Cash,TXN100459,-31043,-34.45
2022-03-21 00:00:00,Marketing,Travel,West,115532,39088,Cash,TXN100460,-76444,-66.17
2023-05-26 00:00:00,Operations,Salaries,Central,57038,148669,Card,TXN100461,91631,160.65
2021-06-16 00:00:00,HR,Training,East,64833,10013,Cash,TXN100462,-54820,-84.56
2021-04-01 00:00:00,IT,Infrastructure,South,58123,91640,Bank Transfer,TXN100463,33517,57.67
2022-12-15 00:00:00,IT,Salaries,Central,40117,101979,Bank Transfer,TXN100464,61862,154.20
2021-02-08 00:00:00,Finance,Infrastructure,West,81131,152537,Bank Transfer,TXN100465,71406,88.01
2021-06-22 00:00:00,Finance,Utilities,East,53691,123184,UPI,TXN100466,69493,129.43
2022-10-15 00:00:00,IT,Infrastructure,Central,37531,166559,Card,TXN100467,129028,343.79
2023-01-24 00:00:00,IT,Salaries,South,52174,137045,Bank Transfer,TXN100468,84871,162.67
2023-12-18 00:00:00,Sales,Travel,East,138755,11219,Bank Transfer,TXN100469,-127536,-91.91
2022-04-21 00:00:00,Sales,Salaries,West,24414,147149,Bank Transfer,TXN100470,122735,502.72
2022-04-01 00:00:00,Operations,Salaries,North,104572,141782,Bank Transfer,TXN100471,37210,35.58
2023-04-09 00:00:00,Finance,Utilities,South,20261,165250,Bank Transfer,TXN100472,144989,715.61
2023-06-14 00:00:00,Finance,Marketing,East,77913,54994,Bank Transfer,TXN100473,-22919,-29.42
2023-10-22 00:00:00,IT,Salaries,Central,11271,119181,Card,TXN100474,107910,957.41
2022-01-22 00:00:00,IT,Utilities,Central,113324,152036,Bank Transfer,TXN100475,38712,34.16
2021-12-14 00:00:00,Operations,Travel,East,43202,36288,Card,TXN100476,-6914,-16.00
2021-07-09 00:00:00,Marketing,Utilities,Central,79307,38714,Card,TXN100477,-40593,-51.18
2022-05-20 00:00:00,Marketing,Utilities,East,117030,11602,Card,TXN100478,-105428,-90.09
2023-04-04 00:00:00,Marketing,Infrastructure,South,94070,96024,Bank Transfer,TXN100479,1954,2.08
2023-07-18 00:00:00,Finance,Marketing,Central,46892,12096,Bank Transfer,TXN100480,-34796,-74.20
2023-07-23 00:00:00,Sales,Marketing,South,146674,108638,Card,TXN100481,-38036,-25.93
2021-05-14 00:00:00,Marketing,Training,West,136008,79652,Card,TXN100482,-56356,-41.44
2021-02-27 00:00:00,HR,Travel,West,90957,37610,Bank Transfer,TXN100483,-53347,-58.65
2022-11-16 00:00:00,Operations,Training,West,107210,74815,Cash,TXN100484,-32395,-30.22
2022-11-03 00:00:00,Marketing,Utilities,West,146239,111253,Cash,TXN100485,-34986,-23.92
2021-06-22 00:00:00,HR,Travel,Central,63201,73585,Cash,TXN100486,10384,16.43
2023-03-26 00:00:00,Marketing,Travel,East,59698,46419,Bank Transfer,TXN100487,-13279,-22.24
2021-03-21 00:00:00,Sales,Marketing,Central,73753,137213,Card,TXN100488,63460,86.04
2023-06-05 00:00:00,Sales,Marketing,Central,85479,50734,Cash,TXN100489,-34745,-40.65
2021-07-22 00:00:00,Marketing,Marketing,South,74687,129898,UPI,TXN100490,55211,73.92
2023-02-03 00:00:00,HR,Salaries,East,141290,126276,UPI,TXN100491,-15014,-10.63
2021-02-16 00:00:00,Operations,Utilities,North,42893,145611,Card,TXN100492,102718,239.47
2022-10-18 00:00:00,HR,Travel,North,23169,29754,UPI,TXN100493,6585,28.42
2022-04-16 00:00:00,Operations,Utilities,East,56458,12223,Bank Transfer,TXN100494,-44235,-78.35
2023-08-29 00:00:00,Marketing,Travel,North,84951,166392,UPI,TXN100495,81441,95.87
2023-11-02 00:00:00,Operations,Travel,East,14180,57339,Card,TXN100496,43159,304.37
2023-01-06 00:00:00,IT,Training,South,19766,144374,Cash,TXN100497,124608,630.42
2023-02-23 00:00:00,Finance,Travel,South,11942,119169,Bank Transfer,TXN100498,107227,897.90
2023-08-26 00:00:00,Finance,Travel,Central,53374,102151,Card,TXN100499,48777,91.39
2021-12-24 00:00:00,Sales,Infrastructure,North,76790,29241,Bank Transfer,TXN100500,-47549,-61.92
2023-08-30 00:00:00,IT,Infrastructure,East,43755,41434,Cash,TXN100501,-2321,-5.30
2022-10-30 00:00:00,Finance,Training,South,131925,49892,Cash,TXN100502,-82033,-62.18
2022-01-08 00:00:00,Marketing,Salaries,Central,69192,38798,Cash,TXN100503,-30394,-43.93
2023-10-29 00:00:00,Operations,Marketing,North,90459,144210,Bank Transfer,TXN100504,53751,59.42
2022-11-07 00:00:00,Operations,Travel,North,107218,122141,UPI,TXN100505,14923,13.92
2021-03-31 00:00:00,HR,Utilities,North,57592,110156,Bank Transfer,TXN100506,52564,91.27
2022-11-29 00:00:00,HR,Infrastructure,South,130041,21533,Cash,TXN100507,-108508,-83.44
2022-06-24 00:00:00,Operations,Marketing,South,120397,116672,Bank Transfer,TXN100508,-3725,-3.09
2023-01-02 00:00:00,Marketing,Salaries,North,23118,119354,Bank Transfer,TXN100509,96236,416.28
2023-05-19 00:00:00,Operations,Marketing,South,123305,105509,UPI,TXN100510,-17796,-14.43
2021-02-10 00:00:00,HR,Travel,North,74610,57944,Cash,TXN100511,-16666,-22.34
2023-01-10 00:00:00,Finance,Marketing,West,88699,66594,UPI,TXN100512,-22105,-24.92
2022-05-17 00:00:00,Sales,Travel,South,18104,149586,Cash,TXN100513,131482,726.26
2023-08-17 00:00:00,HR,Training,East,89722,159689,Card,TXN100514,69967,77.98
2023-07-18 00:00:00,Marketing,Infrastructure,South,18549,140422,Cash,TXN100515,121873,657.03
2022-04-06 00:00:00,Finance,Infrastructure,North,136081,100942,Bank Transfer,TXN100516,-35139,-25.82
2023-01-02 00:00:00,Finance,Travel,East,105614,55318,Card,TXN100517,-50296,-47.62
